GeneSymbol	GO_term
VAMP7	exocytosis
VAMP7	endoplasmic reticulum to Golgi vesicle-mediated transport
VAMP7	phagocytic vesicle membrane
VAMP7	trans-Golgi network
VAMP7	phagocytic vesicle
VAMP7	extracellular exosome
VAMP7	SNARE binding
VAMP7	endosome to lysosome transport
VAMP7	SNARE complex
VAMP7	natural killer cell degranulation
VAMP7	pseudopodium
VAMP7	SNAP receptor activity
VAMP7	neutrophil degranulation
VAMP7	platelet alpha granule
VAMP7	vesicle fusion
VAMP7	secretory granule
VAMP7	clathrin-coated endocytic vesicle membrane
VAMP7	positive regulation of histamine secretion by mast cell
VAMP7	eosinophil degranulation
VAMP7	phagocytosis, engulfment
VAMP7	secretory granule membrane
VAMP7	calcium-ion regulated exocytosis
VAMP7	azurophil granule membrane
VAMP7	
VBP1	protein folding
VBP1	prefoldin complex
VBP1	nucleus
VBP1	cytoplasm
VBP1	cytosol
VBP1	protein binding
VBP1	intracellular membrane-bounded organelle
VBP1	protein-containing complex
VBP1	tubulin binding
VBP1	amyloid-beta binding
VBP1	unfolded protein binding
VBP1	chaperone-mediated protein folding
VBP1	negative regulation of amyloid fibril formation
VBP1	tubulin complex assembly
VBP1	microtubule-based process
VBP1	
VCAN	calcium ion binding
VCAN	cell adhesion
VCAN	hyaluronic acid binding
VCAN	extracellular space
VCAN	extracellular region
VCAN	membrane
VCAN	cell projection
VCAN	protein binding
VCAN	carbohydrate binding
VCAN	photoreceptor outer segment
VCAN	interphotoreceptor matrix
VCAN	collagen-containing extracellular matrix
VCAN	synapse
VCAN	central nervous system development
VCAN	endoplasmic reticulum lumen
VCAN	lysosomal lumen
VCAN	Golgi lumen
VCAN	skeletal system development
VCAN	perineuronal net
VCAN	osteoblast differentiation
VCAN	extracellular matrix
VCAN	extracellular matrix structural constituent conferring compression resistance
VCAN	glycosaminoglycan binding
VCAN	protein tyrosine phosphatase activator activity
VCAN	cell recognition
VCAN	glial cell migration
VCAN	
VPS29	retrograde transport, endosome to Golgi
VPS29	retromer complex
VPS29	cytoplasm
VPS29	membrane
VPS29	cytosol
VPS29	metal ion binding
VPS29	endosome
VPS29	endosome membrane
VPS29	protein binding
VPS29	intracellular membrane-bounded organelle
VPS29	protein transport
VPS29	early endosome
VPS29	late endosome
VPS29	intracellular protein transport
VPS29	endocytic recycling
VPS29	retromer, cargo-selective complex
VPS29	
VPS29	RNA processing
VPS29	nucleolus
VPS4B	ATP binding
VPS4B	ATP hydrolysis activity
VPS4B	nucleus
VPS4B	cytoplasm
VPS4B	membrane
VPS4B	endosome
VPS4B	endosome membrane
VPS4B	cell division
VPS4B	hydrolase activity
VPS4B	protein binding
VPS4B	protein transport
VPS4B	protein homodimerization activity
VPS4B	centrosome
VPS4B	mitotic metaphase chromosome alignment
VPS4B	viral budding via host ESCRT complex
VPS4B	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
VPS4B	viral budding from plasma membrane
VPS4B	midbody abscission
VPS4B	regulation of mitotic spindle assembly
VPS4B	late endosome membrane
VPS4B	spindle pole
VPS4B	identical protein binding
VPS4B	protein-containing complex binding
VPS4B	response to lipid
VPS4B	cytosol
VPS4B	extracellular exosome
VPS4B	macroautophagy
VPS4B	multivesicular body assembly
VPS4B	membrane fission
VPS4B	Flemming body
VPS4B	plasma membrane
VPS4B	positive regulation of G2/M transition of mitotic cell cycle
VPS4B	positive regulation of exosomal secretion
VPS4B	nuclear pore
VPS4B	regulation of centrosome duplication
VPS4B	plasma membrane repair
VPS4B	autophagy
VPS4B	nucleus organization
VPS4B	nuclear membrane reassembly
VPS4B	multivesicular body sorting pathway
VPS4B	autophagosome maturation
VPS4B	ESCRT III complex disassembly
VPS4B	midbody
VPS4B	negative regulation of exosomal secretion
VPS4B	endosomal transport
VPS4B	angiogenesis
VPS4B	potassium ion transport
VPS4B	endosome organization
VPS4B	vacuole organization
VPS4B	vacuolar transport
VPS4B	central nervous system development
VPS4B	cholesterol transport
VPS4B	endosome to lysosome transport via multivesicular body sorting pathway
VPS4B	protein depolymerization
VPS4B	canonical Wnt signaling pathway
VPS4B	establishment of blood-brain barrier
VPS4B	late endosomal microautophagy
VPS4B	late endosome to lysosome transport via multivesicular body sorting pathway
VPS4B	ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway
VPS4B	positive regulation of centriole elongation
VPS4B	ATPase complex
VPS4B	
VWCE	cytoplasm
VWCE	extracellular region
VWCE	calcium ion binding
VWCE	protein binding
VWCE	cellular response to virus
VWCE	
WDFY1	
WDFY1	metal ion binding
WDFY1	protein binding
WDFY1	nucleus
WDFY1	endosome
WDFY1	Golgi apparatus
WDFY1	zinc ion binding
WDFY1	intracellular membrane-bounded organelle
WDFY1	nucleolus
WDFY1	cell junction
WDFY1	cytosol
WDFY1	early endosome
WDFY1	positive regulation of toll-like receptor 3 signaling pathway
WDFY1	1-phosphatidylinositol binding
WDFY1	positive regulation of toll-like receptor 4 signaling pathway
XIST	
XIST	dosage compensation by inactivation of X chromosome
YPEL5	nucleus
YPEL5	cytoplasm
YPEL5	metal ion binding
YPEL5	cytoskeleton
YPEL5	protein binding
YPEL5	midbody
YPEL5	extracellular region
YPEL5	centrosome
YPEL5	spindle pole
YPEL5	ubiquitin ligase complex
YPEL5	ficolin-1-rich granule lumen
YPEL5	tertiary granule lumen
YPEL5	mitotic spindle pole
YPEL5	cell population proliferation
YPEL5	
ZBED5	
ZBED5	DNA binding
ZBED5	zinc ion binding
ZMPSTE24	membrane
ZMPSTE24	metal ion binding
ZMPSTE24	endoplasmic reticulum
ZMPSTE24	endoplasmic reticulum membrane
ZMPSTE24	proteolysis
ZMPSTE24	metallopeptidase activity
ZMPSTE24	metalloendopeptidase activity
ZMPSTE24	peptidase activity
ZMPSTE24	CAAX-box protein processing
ZMPSTE24	
ZMPSTE24	nucleus
ZMPSTE24	endosome
ZMPSTE24	protein binding
ZMPSTE24	nuclear inner membrane
ZMPSTE24	early endosome membrane
ZMPSTE24	late endosome membrane
ZMPSTE24	protein maturation
ZMPSTE24	endopeptidase activity
ZMPSTE24	extracellular exosome
ZMPSTE24	protein-containing complex
ZMPSTE24	regulation of defense response to virus
ZMPSTE24	double-stranded DNA binding
ZMPSTE24	metalloexopeptidase activity
ZMPSTE24	liver development
ZMPSTE24	hair follicle development
ZMPSTE24	heart morphogenesis
ZMPSTE24	ventricular cardiac muscle tissue development
ZMPSTE24	cardiac ventricle development
ZMPSTE24	growth plate cartilage development
ZMPSTE24	DNA repair
ZMPSTE24	chromatin organization
ZMPSTE24	regulation of DNA-templated transcription
ZMPSTE24	lipid metabolic process
ZMPSTE24	inflammatory cell apoptotic process
ZMPSTE24	DNA damage response
ZMPSTE24	nucleus organization
ZMPSTE24	nuclear envelope organization
ZMPSTE24	regulation of mitotic cell cycle
ZMPSTE24	adult walking behavior
ZMPSTE24	regulation of heart contraction
ZMPSTE24	determination of adult lifespan
ZMPSTE24	regulation of cell shape
ZMPSTE24	epidermis development
ZMPSTE24	regulation of autophagy
ZMPSTE24	positive regulation of gene expression
ZMPSTE24	negative regulation of gene expression
ZMPSTE24	regulation of glucose metabolic process
ZMPSTE24	protein processing
ZMPSTE24	regulation of lipid metabolic process
ZMPSTE24	bone mineralization
ZMPSTE24	prenylated protein catabolic process
ZMPSTE24	regulation of bone mineralization
ZMPSTE24	regulation of TOR signaling
ZMPSTE24	regulation of hormone metabolic process
ZMPSTE24	multicellular organism growth
ZMPSTE24	regulation of multicellular organism growth
ZMPSTE24	epigenetic regulation of gene expression
ZMPSTE24	maintenance of rDNA
ZMPSTE24	regulation of DNA damage response, signal transduction by p53 class mediator
ZMPSTE24	positive regulation of gene expression via chromosomal CpG island demethylation
ZMPSTE24	regulation of fibroblast proliferation
ZMPSTE24	thymus development
ZMPSTE24	neuromuscular process
ZMPSTE24	chromosome organization
ZMPSTE24	cardiac muscle cell development
ZMPSTE24	regulation of ventricular cardiac muscle cell membrane repolarization
ZMPSTE24	kidney morphogenesis
ZMPSTE24	cardiac conduction
ZMPSTE24	CAMKK-AMPK signaling cascade
ZMPSTE24	regulation of stress-activated protein kinase signaling cascade
ZMPSTE24	cellular response to gamma radiation
ZMPSTE24	response to DNA damage checkpoint signaling
ZMPSTE24	regulation of mitotic cell cycle DNA replication
ZMPSTE24	regulation of blood circulation
ZMPSTE24	negative regulation of miRNA processing
ZMPSTE24	calcium ion import into sarcoplasmic reticulum
ZMPSTE24	regulation of termination of RNA polymerase I transcription
ZMPSTE24	regulation of cellular senescence
ZMPSTE24	nuclear envelope
ZNF281	nucleus
ZNF281	nucleoplasm
ZNF281	protein binding
ZNF281	zinc ion binding
ZNF281	DNA binding
ZNF281	cell differentiation
ZNF281	positive regulation of DNA-templated transcription
ZNF281	RNA polymerase II cis-regulatory region sequence-specific DNA binding
ZNF281	DNA-binding transcription factor activity, RNA polymerase II-specific
ZNF281	sequence-specific DNA binding
ZNF281	transcription cis-regulatory region binding
ZNF281	DNA-binding transcription factor activity
ZNF281	negative regulation of DNA-templated transcription
ZNF281	negative regulation of gene expression
ZNF281	regulation of DNA-templated transcription
ZNF281	DNA-binding transcription repressor activity, RNA polymerase II-specific
ZNF281	sequence-specific double-stranded DNA binding
ZNF281	negative regulation of transcription by RNA polymerase II
ZNF281	stem cell differentiation
ZNF281	embryonic body morphogenesis
ZNF683	nucleus
ZNF683	protein binding
ZNF683	zinc ion binding
ZNF683	regulation of gene expression
ZNF683	DNA binding
ZNF683	innate immune response
ZNF683	adaptive immune response
ZNF683	RNA polymerase II cis-regulatory region sequence-specific DNA binding
ZNF683	regulation of transcription by RNA polymerase II
ZNF683	DNA-binding transcription factor activity
ZNF683	promoter-specific chromatin binding
ZNF683	regulation of natural killer cell differentiation
ZNF683	regulation of extrathymic T cell differentiation
ZNF683	regulation of NK T cell differentiation
ZNF683	regulation of natural killer cell differentiation involved in immune response
ZNF683	positive regulation of gene expression
ZNF683	negative regulation of transcription by RNA polymerase II
ZNF683	negative regulation of type II interferon production
ZNF683	T cell receptor signaling pathway
ZNF683	cellular response to ionomycin
ZNF683	
